Url	LinkId	Text	Section text	Reviewer	Comment
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments4	Reviewer comments	MDM discussion and recommendations	Gordon Allen  Gynaecology Oncology Service, Wellington Hospital	This is likely an internal IT process issue, but bears some degree of concern.   From my experience, in the past when MDM Clinical Documents were distributed to a patients GP, on occasion these documents were immediately uploaded to a patients private medical/clinical portal. In the past some patients have received/reviewed these clinical documents; that include confirmation of a cancer diagnosis, before the treating service/tumour stream service representative has contacted the patient to discuss MDM outcomes/confirmed diagnosis. This has caused considerable distress to the affected patient/s and the treating/involved service.   Should a field be included to identify if a patient has/has not been informed of the confirmed (cancer) diagnosis or other sensitive information contained within the MDM Documentation. Where this field would sit would need to be clearly identifiable/obvious to the receiving GP/Primary carer.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments5	Reviewer comments	MDM administration	Gordon Allen  Gynaecology Oncology Service, Wellington Hospital	If a MDM Chair declines a patient's MDM referral. Is an MDM form still required to be completed to capture the declined MDM Referral. How are the mandatory fields completed if the patient isn't actually reviewed because the MDM Referral has been declined.        If a patient is deferred, is the prepared MDM document (with all mandatory fields) still required to be completed or does the prepared MDM document "roll over" to the following meeting? if not 'rolled over" is an second/another MDM document required for the next meeting; where MDM booking has been deferred too?.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewedcomments	Reviewer comments	General practice details	Diana Ayling  Head and Neck Cancer Support Network	Why don't General Practices have a unique identifier? It would be so much easier to have a number on a card to add to this data. Just a thought.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments	Reviewer comments	Referrer	Diana Ayling  Head and Neck Cancer Support Network	I think there needs to be more information here. Patients report being traumatised from attending MDM. There needs to be some information about the patient and whānau needs at the MDM. Another key issue is that patients report they did not receive good communication, sufficient information about their situation and options, many report not enough information on which to make an informed choise. Post MDM patient meetings are often rushed and insufficient time provided for the patient and their whānau to consider their options and make the best choices. Is there any information gathered at this point about whether the patient has come from a private specialist? Is there any information provided patient intentions regarding private surgical treatment?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments1	Reviewer comments	Patient Summary	Diana Ayling  Head and Neck Cancer Support Network	See previous comments. Something needs to be gathered about private treatment options.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments2	reviewer comments	Previous MDM details	Diana Ayling  Head and Neck Cancer Support Network	if there is a previous record, does the patient have a copy? If not then one should be provided at this point.  Often their have been follow up discussions about the patient which the patient is not informed. This needs to be made clear at this point.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments4	Reviewer comments	MDM discussion and recommendations	Diana Ayling  Head and Neck Cancer Support Network	There is a bit of work do to here, due to the tendency of MDMs to promote singular pathways. A full range of options need to be considered.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments5	Reviewer comments	MDM administration	Diana Ayling  Head and Neck Cancer Support Network	Great to have the opportunity to record modifications, but you need to have a record of the modifications and who made them.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments3	Reviewer comments	MDM meeting details	Diana Ayling  Head and Neck Cancer Support Network	Can there be something here about who was delegated to communicate to the patient and their role in the organisation. Too much of this work ends up in the hands of the wrong people because specialists are dividing their time between private and public practice.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	ReviewerCommentsonDemos	Reviewer comments on patient details	Patient Details	Sarah Rennie  Te Whatu Ora Wairarapa	This would be ideal if it was integrated into one system that autopopulated from the patient management system that was the same across the motu rather than different systems for each locality and was seamless with primary healthcare computer systems.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewedcomments	Reviewer comments	General practice details	Sarah Rennie  Te Whatu Ora Wairarapa	This would be ideal if it was integrated into one system that autopopulated from the patient management system that was the same across the motu rather than different systems for each locality and was seamless with primary healthcare computer systems.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments	Reviewer comments	Referrer	Sarah Rennie  Te Whatu Ora Wairarapa	3 - consider a drop-down list for consistency of naming and where you can pin your institution at the top so you don't have to search them all the time. Item 5 - this should autopopulate the options available from the selection you have made in 1 so you can't chose a date and time that doesn't have the MDM.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments4	Reviewer comments	MDM discussion and recommendations	Sarah Rennie  Te Whatu Ora Wairarapa	I like the closed loop in these that it is actioned by.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	ReviewerCommentsonDemos	Reviewer comments on patient details	Patient Details	Johnson  Wellington Hospital, Ccdhb	ethnicity options seem strange
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewedcomments	Reviewer comments	General practice details	Johnson  Wellington Hospital, Ccdhb	is it intentional to not use the GP name but only the name of the practice?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments	Reviewer comments	Referrer	Johnson  Wellington Hospital, Ccdhb	who is responsible for checking names of referrer and lead health care practitioner against HPI CPN?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments1	Reviewer comments	Patient Summary	Johnson  Wellington Hospital, Ccdhb	co-morbidities - cancer  - what does this mean or tell you? you then ask for additional personal history of cancer - what does this add?  a lot of this will not be known or appreciated until after the MDM management plan that is dependent on review of radiology and pathology and not known to the final service family history of cancer is too vague - most families have someone with a cancer - is this meant to be family known to carry a genetic mutation?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercommentsonth	Reviewer comments on this section	Staging	Johnson  Wellington Hospital, Ccdhb	something to say not fully staged..?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments4	Reviewer comments	MDM discussion and recommendations	Johnson  Wellington Hospital, Ccdhb	6. - can't always have a plan intent if missing investigations - need another option
http://canshare.com/fhir/Questionnaire/mdmdatastandard	ReviewerCommentsonDemos	Reviewer comments on patient details	Patient Details	Stephen Mark  Waitaha Canterbury Urology	OK
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewedcomments	Reviewer comments	General practice details	Stephen Mark  Waitaha Canterbury Urology	GP Post code
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments	Reviewer comments	Referrer	Stephen Mark  Waitaha Canterbury Urology	Adequate
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments1	Reviewer comments	Patient Summary	Stephen Mark  Waitaha Canterbury Urology	Adequate
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments2	reviewer comments	Previous MDM details	Stephen Mark  Waitaha Canterbury Urology	Adequate
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewerfeedback1	Reviewer comments	Radiology review	Stephen Mark  Waitaha Canterbury Urology	Synoptic report mandatory for Radiology for search ability
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewerfeedback	Reviewer comments	Pathology review	Stephen Mark  Waitaha Canterbury Urology	Synoptic report mandatory
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercommentsonth	Reviewer comments on this section	Staging	Stephen Mark  Waitaha Canterbury Urology	Red Mandatory
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments4	Reviewer comments	MDM discussion and recommendations	Stephen Mark  Waitaha Canterbury Urology	Diagnosis mandatory
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments5	Reviewer comments	MDM administration	Stephen Mark  Waitaha Canterbury Urology	Automated please
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments3	Reviewer comments	MDM meeting details	Stephen Mark  Waitaha Canterbury Urology	automated please
http://canshare.com/fhir/Questionnaire/mdmdatastandard	ReviewerCommentsonDemos	Reviewer comments on patient details	Patient Details	Aldoph Nanguzgambo  Palmerston North Hospital, Midcentral	Under ethnicity drop down, I see countries rather than ethnicities. Not sure what the definition of ethnicity. I do not see Maori or Pasifika, just a lot of european countries. I also do not see and African or Black category. Also what is the difference between British nec and British nfd?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments	Reviewer comments	Referrer	Aldoph Nanguzgambo  Palmerston North Hospital, Midcentral	1. Item 9, is this refering to the mdm chair? If it is, make it simple and just use mdm chair title instead of "Lead health care practitioner". 2. I think question in item16 is not necessary as the core discussion of the lung cancer mdm is centred on discussing radiology imaging PLUS anything else such as histology. I cannot imagine a meeting where you just discuss  histology results without reviewing the radiology. To me, question 16 is irrelevant, at least for the lung mdm.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewerfeedback1	Reviewer comments	Radiology review	Aldoph Nanguzgambo  Palmerston North Hospital, Midcentral	Item 1, is it talking about concordance between the radiology REPORT and the review in the mdm?
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments5	Reviewer comments	MDM administration	Aldoph Nanguzgambo  Palmerston North Hospital, Midcentral	Please clarify item 1. Is this referring to whether referral to treating team , eg cardiothoracic surgeons or oncologists has been accepted or declined? Some mdms do NOT generate a referral in the mdm itself but prefer first for the mdm outcome to be discussed with the patient before sending a referral to the appropriate team. This is to avoid sending referrals and then finding that the patient does not want to proceed with that treatment.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewerfeedback1	Reviewer comments	Radiology review	Anthony Lim  HNZ Canterbury	Looks good to me, nice and simple. Free text radiology review field is good as is very situation dependent. Summary of findings can then be included here if relevant. I like the removal of details of the specific imaging studies reviewed, as will sometimes be difficult when multiple studies from different time points are reviewed.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	ReviewerCommentsonDemos	Reviewer comments on patient details	Patient Details	Susan Brooks  Auckland Hospital	No comment
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments1	Reviewer comments	Patient Summary	Susan Brooks  Auckland Hospital	Perhaps pare back the tick box list and include a free text box
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments2	reviewer comments	Previous MDM details	Susan Brooks  Auckland Hospital	No comment
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewerfeedback1	Reviewer comments	Radiology review	Susan Brooks  Auckland Hospital	No comment
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewerfeedback	Reviewer comments	Pathology review	Susan Brooks  Auckland Hospital	No comment
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercommentsonth	Reviewer comments on this section	Staging	Susan Brooks  Auckland Hospital	There are other staging systems used for certain malignancies ie. FIGO satging in gynae cancers
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments4	Reviewer comments	MDM discussion and recommendations	Susan Brooks  Auckland Hospital	No comment
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments5	Reviewer comments	MDM administration	Susan Brooks  Auckland Hospital	Is it necessary to have an MDM declined option? Agree with completed or deferred option.
http://canshare.com/fhir/Questionnaire/mdmdatastandard	reviewercomments3	Reviewer comments	MDM meeting details	Susan Brooks  Auckland Hospital	No comment
